number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
48,1135.62,2026-06-02 21:13:21.291059,2026-06-02 21:13:34.101642,0 days 00:00:12.810583,CXCrossover,0.75,0.10,SwapMutation,0.05,roulette_wheel,random,48,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
49,856.45,2026-06-02 21:13:34.101981,2026-06-02 21:13:39.104501,0 days 00:00:05.002520,OXCrossover,0.85,0.20,InsertMutation,0.05,binary_tournament,bellman_split,49,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
50,1020.26,2026-06-02 21:13:39.104826,2026-06-02 21:13:51.750889,0 days 00:00:12.646063,PMXCrossover,0.75,0.10,InsertMutation,0.10,roulette_wheel,random,50,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
51,1120.54,2026-06-02 21:13:51.751202,2026-06-02 21:13:53.345210,0 days 00:00:01.594008,PMXCrossover,0.85,0.20,SwapMutation,0.01,binary_tournament,random,51,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
52,805.89,2026-06-02 21:13:53.345873,2026-06-02 21:13:58.053336,0 days 00:00:04.707463,OXCrossover,0.75,0.10,InsertMutation,0.10,binary_tournament,bellman_split,52,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
53,866.95,2026-06-02 21:13:58.053640,2026-06-02 21:14:10.135238,0 days 00:00:12.081598,OXCrossover,0.85,0.20,SwapMutation,0.05,roulette_wheel,random,53,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
54,805.98,2026-06-02 21:14:10.135545,2026-06-02 21:14:15.216796,0 days 00:00:05.081251,OXCrossover,0.90,0.20,InsertMutation,0.01,binary_tournament,bellman_split,54,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
55,917.49,2026-06-02 21:14:15.217106,2026-06-02 21:14:31.596924,0 days 00:00:16.379818,PMXCrossover,0.85,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,55,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
56,940.93,2026-06-02 21:14:31.597256,2026-06-02 21:14:33.601447,0 days 00:00:02.004191,OXCrossover,0.85,0.10,InsertMutation,0.05,binary_tournament,random,56,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
57,1050.70,2026-06-02 21:14:33.601765,2026-06-02 21:14:48.515060,0 days 00:00:14.913295,CXCrossover,0.80,0.20,SwapMutation,0.01,roulette_wheel,bellman_split,57,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
58,1080.13,2026-06-02 21:14:48.515371,2026-06-02 21:14:50.171854,0 days 00:00:01.656483,PMXCrossover,0.80,0.10,SwapMutation,0.05,binary_tournament,random,58,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
59,1162.58,2026-06-02 21:14:50.172358,2026-06-02 21:14:54.926792,0 days 00:00:04.754434,CXCrossover,0.85,0.20,InsertMutation,0.01,binary_tournament,bellman_split,59,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
60,950.83,2026-06-02 21:14:54.927202,2026-06-02 21:15:10.267114,0 days 00:00:15.339912,PMXCrossover,0.75,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,60,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
61,998.86,2026-06-02 21:15:10.267390,2026-06-02 21:15:11.850973,0 days 00:00:01.583583,PMXCrossover,0.75,0.10,SwapMutation,0.01,binary_tournament,random,61,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
62,1152.32,2026-06-02 21:15:11.851511,2026-06-02 21:15:17.018399,0 days 00:00:05.166888,CXCrossover,0.90,0.20,InsertMutation,0.01,binary_tournament,bellman_split,62,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
63,1013.05,2026-06-02 21:15:17.018741,2026-06-02 21:15:28.780895,0 days 00:00:11.762154,PMXCrossover,0.90,0.20,SwapMutation,0.10,roulette_wheel,random,63,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
64,1013.93,2026-06-02 21:15:28.781214,2026-06-02 21:15:44.125425,0 days 00:00:15.344211,CXCrossover,0.75,0.20,SwapMutation,0.10,roulette_wheel,bellman_split,64,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
65,1062.18,2026-06-02 21:15:44.125717,2026-06-02 21:15:58.541847,0 days 00:00:14.416130,CXCrossover,0.75,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,65,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
66,951.25,2026-06-02 21:15:58.542130,2026-06-02 21:16:13.258908,0 days 00:00:14.716778,PMXCrossover,0.80,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,66,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
67,911.67,2026-06-02 21:16:13.259216,2026-06-02 21:16:29.671282,0 days 00:00:16.412066,PMXCrossover,0.85,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,67,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
68,1088.40,2026-06-02 21:16:29.671646,2026-06-02 21:16:31.518231,0 days 00:00:01.846585,CXCrossover,0.80,0.20,InsertMutation,0.05,binary_tournament,random,68,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
69,864.18,2026-06-02 21:16:31.518543,2026-06-02 21:16:48.937177,0 days 00:00:17.418634,OXCrossover,0.85,0.10,InsertMutation,0.01,roulette_wheel,bellman_split,69,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
70,910.81,2026-06-02 21:16:48.937459,2026-06-02 21:17:05.129789,0 days 00:00:16.192330,OXCrossover,0.80,0.10,SwapMutation,0.10,roulette_wheel,bellman_split,70,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
71,989.26,2026-06-02 21:17:05.130096,2026-06-02 21:17:17.212917,0 days 00:00:12.082821,OXCrossover,0.85,0.20,InsertMutation,0.10,roulette_wheel,random,71,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
72,1203.68,2026-06-02 21:17:17.213221,2026-06-02 21:17:30.432464,0 days 00:00:13.219243,CXCrossover,0.75,0.10,SwapMutation,0.01,roulette_wheel,random,72,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
73,820.01,2026-06-02 21:17:30.432771,2026-06-02 21:17:35.305837,0 days 00:00:04.873066,OXCrossover,0.85,0.10,InsertMutation,0.01,binary_tournament,bellman_split,73,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
74,1056.86,2026-06-02 21:17:35.306140,2026-06-02 21:17:48.052963,0 days 00:00:12.746823,PMXCrossover,0.80,0.10,SwapMutation,0.05,roulette_wheel,random,74,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
75,1134.32,2026-06-02 21:17:48.053306,2026-06-02 21:18:04.697237,0 days 00:00:16.643931,CXCrossover,0.90,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,75,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
76,979.35,2026-06-02 21:18:04.697548,2026-06-02 21:18:09.192619,0 days 00:00:04.495071,PMXCrossover,0.75,0.10,SwapMutation,0.05,binary_tournament,bellman_split,76,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
77,945.96,2026-06-02 21:18:09.192923,2026-06-02 21:18:23.976370,0 days 00:00:14.783447,CXCrossover,0.80,0.20,InsertMutation,0.05,roulette_wheel,bellman_split,77,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
78,1104.09,2026-06-02 21:18:23.976650,2026-06-02 21:18:28.873525,0 days 00:00:04.896875,CXCrossover,0.80,0.20,SwapMutation,0.05,binary_tournament,bellman_split,78,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
79,931.20,2026-06-02 21:18:28.873832,2026-06-02 21:18:33.797298,0 days 00:00:04.923466,PMXCrossover,0.75,0.20,SwapMutation,0.10,binary_tournament,bellman_split,79,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
80,756.09,2026-06-02 21:18:33.797699,2026-06-02 21:18:39.134281,0 days 00:00:05.336582,OXCrossover,0.80,0.20,SwapMutation,0.05,binary_tournament,bellman_split,80,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
81,930.28,2026-06-02 21:18:39.134792,2026-06-02 21:18:42.471235,0 days 00:00:03.336443,OXCrossover,0.90,0.10,InsertMutation,0.05,binary_tournament,random,81,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
82,819.05,2026-06-02 21:18:42.472331,2026-06-02 21:18:50.868686,0 days 00:00:08.396355,OXCrossover,0.80,0.10,InsertMutation,0.10,binary_tournament,bellman_split,82,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
83,768.95,2026-06-02 21:18:50.869000,2026-06-02 21:18:57.020379,0 days 00:00:06.151379,OXCrossover,0.90,0.20,SwapMutation,0.10,binary_tournament,bellman_split,83,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
84,1145.09,2026-06-02 21:18:57.020661,2026-06-02 21:19:13.987634,0 days 00:00:16.966973,CXCrossover,0.90,0.20,SwapMutation,0.01,roulette_wheel,bellman_split,84,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
85,913.91,2026-06-02 21:19:13.987944,2026-06-02 21:19:15.990699,0 days 00:00:02.002755,OXCrossover,0.85,0.10,SwapMutation,0.01,binary_tournament,random,85,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
