number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
0,25962.61,2026-06-03 01:31:26.270995,2026-06-03 01:32:01.949638,0 days 00:00:35.678643,OXCrossover,0.75,0.20,InsertMutation,0.05,roulette_wheel,random,0,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
1,26994.00,2026-06-03 01:32:01.949934,2026-06-03 01:32:07.915652,0 days 00:00:05.965718,PMXCrossover,0.85,0.10,InsertMutation,0.01,binary_tournament,random,1,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
2,24665.08,2026-06-03 01:32:07.915954,2026-06-03 01:32:18.328604,0 days 00:00:10.412650,OXCrossover,0.85,0.10,InsertMutation,0.01,binary_tournament,random,2,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
3,28208.71,2026-06-03 01:32:18.328891,2026-06-03 01:32:51.261945,0 days 00:00:32.933054,CXCrossover,0.85,0.20,InsertMutation,0.05,roulette_wheel,random,3,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
4,26133.06,2026-06-03 01:32:51.262247,2026-06-03 01:33:02.423805,0 days 00:00:11.161558,OXCrossover,0.90,0.10,SwapMutation,0.01,binary_tournament,random,4,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
5,26042.99,2026-06-03 01:33:02.424111,2026-06-03 01:33:43.460008,0 days 00:00:41.035897,OXCrossover,0.90,0.10,InsertMutation,0.05,roulette_wheel,random,5,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
6,26404.76,2026-06-03 01:33:43.460326,2026-06-03 01:34:20.007050,0 days 00:00:36.546724,OXCrossover,0.90,0.20,SwapMutation,0.01,roulette_wheel,random,6,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
7,28256.67,2026-06-03 01:34:20.007354,2026-06-03 01:34:28.833492,0 days 00:00:08.826138,CXCrossover,0.75,0.20,SwapMutation,0.10,binary_tournament,random,7,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
8,24675.09,2026-06-03 01:34:28.833767,2026-06-03 01:35:14.806676,0 days 00:00:45.972909,OXCrossover,0.85,0.10,SwapMutation,0.05,binary_tournament,bellman_split,8,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
9,30956.12,2026-06-03 01:35:14.806983,2026-06-03 01:36:19.206136,0 days 00:01:04.399153,CXCrossover,0.75,0.20,SwapMutation,0.01,roulette_wheel,bellman_split,9,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
10,23086.31,2026-06-03 01:36:19.206438,2026-06-03 01:37:04.611644,0 days 00:00:45.405206,OXCrossover,0.80,0.20,SwapMutation,0.10,binary_tournament,bellman_split,10,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
11,27036.71,2026-06-03 01:37:04.611941,2026-06-03 01:37:46.374789,0 days 00:00:41.762848,OXCrossover,0.90,0.10,InsertMutation,0.10,roulette_wheel,random,11,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
12,28151.84,2026-06-03 01:37:46.375088,2026-06-03 01:38:53.854230,0 days 00:01:07.479142,CXCrossover,0.75,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,12,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
13,26114.92,2026-06-03 01:38:53.854529,2026-06-03 01:39:31.625129,0 days 00:00:37.770600,OXCrossover,0.85,0.20,SwapMutation,0.10,roulette_wheel,random,13,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
14,26769.15,2026-06-03 01:39:31.625436,2026-06-03 01:40:40.300387,0 days 00:01:08.674951,PMXCrossover,0.90,0.20,InsertMutation,0.05,roulette_wheel,bellman_split,14,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
15,25907.37,2026-06-03 01:40:40.300739,2026-06-03 01:41:51.579761,0 days 00:01:11.279022,PMXCrossover,0.90,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,15,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
16,24736.11,2026-06-03 01:41:51.580066,2026-06-03 01:43:04.503945,0 days 00:01:12.923879,OXCrossover,0.85,0.20,SwapMutation,0.01,roulette_wheel,bellman_split,16,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
17,25912.60,2026-06-03 01:43:04.504246,2026-06-03 01:43:42.169163,0 days 00:00:37.664917,OXCrossover,0.75,0.10,InsertMutation,0.01,roulette_wheel,random,17,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
18,27969.54,2026-06-03 01:43:42.169462,2026-06-03 01:44:21.124252,0 days 00:00:38.954790,CXCrossover,0.75,0.20,InsertMutation,0.10,binary_tournament,bellman_split,18,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
19,24985.55,2026-06-03 01:44:21.124709,2026-06-03 01:45:34.584287,0 days 00:01:13.459578,OXCrossover,0.80,0.10,InsertMutation,0.01,roulette_wheel,bellman_split,19,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
20,26471.22,2026-06-03 01:45:34.584587,2026-06-03 01:46:14.566894,0 days 00:00:39.982307,OXCrossover,0.85,0.10,SwapMutation,0.05,roulette_wheel,random,20,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
21,24491.68,2026-06-03 01:46:14.567198,2026-06-03 01:47:24.546011,0 days 00:01:09.978813,OXCrossover,0.75,0.20,InsertMutation,0.05,roulette_wheel,bellman_split,21,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
22,24785.88,2026-06-03 01:47:24.546327,2026-06-03 01:48:14.031361,0 days 00:00:49.485034,OXCrossover,0.90,0.10,SwapMutation,0.05,binary_tournament,bellman_split,22,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
23,28435.94,2026-06-03 01:48:14.031660,2026-06-03 01:48:56.642078,0 days 00:00:42.610418,CXCrossover,0.85,0.20,SwapMutation,0.01,binary_tournament,bellman_split,23,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
24,29446.15,2026-06-03 01:48:56.642383,2026-06-03 01:49:04.750534,0 days 00:00:08.108151,CXCrossover,0.75,0.10,InsertMutation,0.10,binary_tournament,random,24,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
25,26874.85,2026-06-03 01:49:04.750898,2026-06-03 01:50:16.046882,0 days 00:01:11.295984,CXCrossover,0.80,0.10,SwapMutation,0.10,roulette_wheel,bellman_split,25,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
26,26804.22,2026-06-03 01:50:16.047183,2026-06-03 01:50:51.839923,0 days 00:00:35.792740,PMXCrossover,0.75,0.20,SwapMutation,0.01,binary_tournament,bellman_split,26,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
27,28804.58,2026-06-03 01:50:51.840197,2026-06-03 01:51:36.752819,0 days 00:00:44.912622,CXCrossover,0.90,0.10,InsertMutation,0.01,binary_tournament,bellman_split,27,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
28,25490.31,2026-06-03 01:51:36.753119,2026-06-03 01:52:14.817210,0 days 00:00:38.064091,OXCrossover,0.80,0.20,SwapMutation,0.10,roulette_wheel,random,28,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
29,26997.06,2026-06-03 01:52:14.817484,2026-06-03 01:52:46.142743,0 days 00:00:31.325259,PMXCrossover,0.80,0.20,SwapMutation,0.05,roulette_wheel,random,29,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
30,28372.03,2026-06-03 01:52:46.143035,2026-06-03 01:53:22.030450,0 days 00:00:35.887415,CXCrossover,0.80,0.10,InsertMutation,0.10,roulette_wheel,random,30,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
31,28057.05,2026-06-03 01:53:22.030747,2026-06-03 01:54:06.910544,0 days 00:00:44.879797,CXCrossover,0.90,0.20,InsertMutation,0.05,binary_tournament,bellman_split,31,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
32,25657.36,2026-06-03 01:54:06.910846,2026-06-03 01:55:11.275786,0 days 00:01:04.364940,PMXCrossover,0.75,0.20,InsertMutation,0.05,roulette_wheel,bellman_split,32,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
33,27934.76,2026-06-03 01:55:11.276083,2026-06-03 01:55:47.562584,0 days 00:00:36.286501,CXCrossover,0.90,0.10,InsertMutation,0.05,roulette_wheel,random,33,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
34,27716.58,2026-06-03 01:55:47.562884,2026-06-03 01:56:20.437281,0 days 00:00:32.874397,PMXCrossover,0.75,0.10,SwapMutation,0.01,roulette_wheel,random,34,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
35,25158.00,2026-06-03 01:56:20.437578,2026-06-03 01:57:05.677611,0 days 00:00:45.240033,PMXCrossover,0.90,0.10,SwapMutation,0.10,binary_tournament,bellman_split,35,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
36,29130.92,2026-06-03 01:57:05.677910,2026-06-03 01:57:15.155423,0 days 00:00:09.477513,CXCrossover,0.85,0.10,SwapMutation,0.10,binary_tournament,random,36,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
37,26014.84,2026-06-03 01:57:15.155720,2026-06-03 01:57:52.060288,0 days 00:00:36.904568,PMXCrossover,0.75,0.10,InsertMutation,0.01,binary_tournament,bellman_split,37,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
38,25673.74,2026-06-03 01:57:52.060587,2026-06-03 01:58:01.534822,0 days 00:00:09.474235,OXCrossover,0.75,0.10,InsertMutation,0.01,binary_tournament,random,38,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
39,29377.84,2026-06-03 01:58:01.535129,2026-06-03 01:58:10.042774,0 days 00:00:08.507645,CXCrossover,0.90,0.20,InsertMutation,0.05,binary_tournament,random,39,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
40,29197.80,2026-06-03 01:58:10.043099,2026-06-03 01:58:18.292494,0 days 00:00:08.249395,CXCrossover,0.75,0.20,InsertMutation,0.10,binary_tournament,random,40,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
41,25832.38,2026-06-03 01:58:18.292779,2026-06-03 01:59:36.870100,0 days 00:01:18.577321,OXCrossover,0.80,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,41,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
42,25680.82,2026-06-03 01:59:36.870429,2026-06-03 02:00:49.671434,0 days 00:01:12.801005,OXCrossover,0.75,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,42,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
43,28476.31,2026-06-03 02:00:49.671705,2026-06-03 02:01:26.830736,0 days 00:00:37.159031,CXCrossover,0.90,0.10,InsertMutation,0.10,roulette_wheel,random,43,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
44,27247.56,2026-06-03 02:01:26.831032,2026-06-03 02:01:57.383784,0 days 00:00:30.552752,PMXCrossover,0.90,0.20,InsertMutation,0.01,roulette_wheel,random,44,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
45,22258.84,2026-06-03 02:01:57.384083,2026-06-03 02:02:46.067028,0 days 00:00:48.682945,OXCrossover,0.90,0.20,SwapMutation,0.05,binary_tournament,bellman_split,45,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
46,30080.55,2026-06-03 02:02:46.067329,2026-06-03 02:02:53.818388,0 days 00:00:07.751059,CXCrossover,0.80,0.20,SwapMutation,0.01,binary_tournament,random,46,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
47,27825.42,2026-06-03 02:02:53.818827,2026-06-03 02:03:30.014529,0 days 00:00:36.195702,CXCrossover,0.75,0.10,InsertMutation,0.10,roulette_wheel,random,47,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
