number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
156,29414.82,2026-06-03 03:14:57.032925,2026-06-03 03:15:05.754107,0 days 00:00:08.721182,CXCrossover,0.90,0.10,SwapMutation,0.01,binary_tournament,random,156,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
157,27884.20,2026-06-03 03:15:05.754447,2026-06-03 03:16:18.948357,0 days 00:01:13.193910,CXCrossover,0.85,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,157,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
158,26682.03,2026-06-03 03:16:18.948651,2026-06-03 03:16:58.356704,0 days 00:00:39.408053,OXCrossover,0.80,0.10,InsertMutation,0.05,roulette_wheel,random,158,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
159,28209.40,2026-06-03 03:16:58.357072,2026-06-03 03:17:31.908524,0 days 00:00:33.551452,CXCrossover,0.90,0.20,InsertMutation,0.05,roulette_wheel,random,159,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
160,26370.03,2026-06-03 03:17:31.908853,2026-06-03 03:17:38.567787,0 days 00:00:06.658934,PMXCrossover,0.85,0.10,SwapMutation,0.05,binary_tournament,random,160,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
161,28727.71,2026-06-03 03:17:38.568113,2026-06-03 03:17:45.581074,0 days 00:00:07.012961,PMXCrossover,0.80,0.10,SwapMutation,0.10,binary_tournament,random,161,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
162,29507.07,2026-06-03 03:17:45.581397,2026-06-03 03:17:55.502234,0 days 00:00:09.920837,CXCrossover,0.85,0.20,SwapMutation,0.10,binary_tournament,random,162,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
163,27336.20,2026-06-03 03:17:55.502503,2026-06-03 03:18:04.072602,0 days 00:00:08.570099,PMXCrossover,0.90,0.20,SwapMutation,0.10,binary_tournament,random,163,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
164,25989.39,2026-06-03 03:18:04.072871,2026-06-03 03:18:45.185786,0 days 00:00:41.112915,PMXCrossover,0.80,0.10,SwapMutation,0.05,binary_tournament,bellman_split,164,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
165,25780.77,2026-06-03 03:18:45.186124,2026-06-03 03:18:57.111524,0 days 00:00:11.925400,OXCrossover,0.80,0.10,SwapMutation,0.10,binary_tournament,random,165,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
166,27952.22,2026-06-03 03:18:57.111812,2026-06-03 03:19:29.750082,0 days 00:00:32.638270,PMXCrossover,0.85,0.20,InsertMutation,0.05,roulette_wheel,random,166,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
167,25821.74,2026-06-03 03:19:29.750392,2026-06-03 03:20:49.227198,0 days 00:01:19.476806,OXCrossover,0.80,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,167,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
168,30689.33,2026-06-03 03:20:49.227493,2026-06-03 03:21:24.320265,0 days 00:00:35.092772,CXCrossover,0.80,0.10,InsertMutation,0.01,roulette_wheel,random,168,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
169,26969.02,2026-06-03 03:21:24.320584,2026-06-03 03:22:01.716745,0 days 00:00:37.396161,CXCrossover,0.90,0.10,SwapMutation,0.05,roulette_wheel,random,169,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
170,28961.58,2026-06-03 03:22:01.717066,2026-06-03 03:23:10.996392,0 days 00:01:09.279326,CXCrossover,0.85,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,170,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
171,24288.03,2026-06-03 03:23:10.996662,2026-06-03 03:24:20.890686,0 days 00:01:09.894024,OXCrossover,0.75,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,171,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
172,28120.86,2026-06-03 03:24:20.891008,2026-06-03 03:25:36.673762,0 days 00:01:15.782754,CXCrossover,0.90,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,172,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
173,25794.65,2026-06-03 03:25:36.674057,2026-06-03 03:25:46.657621,0 days 00:00:09.983564,OXCrossover,0.80,0.20,InsertMutation,0.01,binary_tournament,random,173,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
174,25047.07,2026-06-03 03:25:46.657902,2026-06-03 03:26:28.038090,0 days 00:00:41.380188,PMXCrossover,0.85,0.20,SwapMutation,0.05,binary_tournament,bellman_split,174,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
175,24735.19,2026-06-03 03:26:28.038413,2026-06-03 03:27:19.320567,0 days 00:00:51.282154,OXCrossover,0.90,0.10,SwapMutation,0.10,binary_tournament,bellman_split,175,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
176,26481.91,2026-06-03 03:27:19.320887,2026-06-03 03:28:27.851896,0 days 00:01:08.531009,PMXCrossover,0.75,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,176,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
177,25628.17,2026-06-03 03:28:27.852222,2026-06-03 03:29:03.595863,0 days 00:00:35.743641,OXCrossover,0.75,0.20,SwapMutation,0.01,roulette_wheel,random,177,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
178,25731.20,2026-06-03 03:29:03.596187,2026-06-03 03:29:43.684188,0 days 00:00:40.088001,OXCrossover,0.90,0.10,InsertMutation,0.01,roulette_wheel,random,178,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
179,29803.52,2026-06-03 03:29:43.684482,2026-06-03 03:30:23.026688,0 days 00:00:39.342206,CXCrossover,0.75,0.20,SwapMutation,0.01,binary_tournament,bellman_split,179,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
180,25463.89,2026-06-03 03:30:23.027014,2026-06-03 03:30:35.220180,0 days 00:00:12.193166,OXCrossover,0.90,0.20,InsertMutation,0.10,binary_tournament,random,180,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
181,25690.10,2026-06-03 03:30:35.220450,2026-06-03 03:31:48.262988,0 days 00:01:13.042538,OXCrossover,0.75,0.10,SwapMutation,0.10,roulette_wheel,bellman_split,181,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
182,24441.82,2026-06-03 03:31:48.263307,2026-06-03 03:33:05.156494,0 days 00:01:16.893187,OXCrossover,0.90,0.20,SwapMutation,0.01,roulette_wheel,bellman_split,182,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
183,26349.62,2026-06-03 03:33:05.156962,2026-06-03 03:34:19.134560,0 days 00:01:13.977598,PMXCrossover,0.90,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,183,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
184,29716.17,2026-06-03 03:34:19.134863,2026-06-03 03:35:04.052672,0 days 00:00:44.917809,CXCrossover,0.85,0.20,SwapMutation,0.05,binary_tournament,bellman_split,184,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
185,26595.37,2026-06-03 03:35:04.052992,2026-06-03 03:35:47.921790,0 days 00:00:43.868798,PMXCrossover,0.90,0.20,SwapMutation,0.05,binary_tournament,bellman_split,185,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
186,24850.63,2026-06-03 03:35:47.922065,2026-06-03 03:36:29.147283,0 days 00:00:41.225218,PMXCrossover,0.85,0.10,InsertMutation,0.05,binary_tournament,bellman_split,186,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
187,26088.84,2026-06-03 03:36:29.147611,2026-06-03 03:37:08.470021,0 days 00:00:39.322410,PMXCrossover,0.85,0.10,InsertMutation,0.01,binary_tournament,bellman_split,187,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
188,28280.05,2026-06-03 03:37:08.470344,2026-06-03 03:37:15.470085,0 days 00:00:06.999741,PMXCrossover,0.75,0.10,SwapMutation,0.10,binary_tournament,random,188,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
189,26280.09,2026-06-03 03:37:15.470405,2026-06-03 03:37:58.786769,0 days 00:00:43.316364,PMXCrossover,0.90,0.10,InsertMutation,0.10,binary_tournament,bellman_split,189,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
190,27266.56,2026-06-03 03:37:58.787090,2026-06-03 03:38:33.870226,0 days 00:00:35.083136,PMXCrossover,0.80,0.10,InsertMutation,0.05,roulette_wheel,random,190,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
191,28215.61,2026-06-03 03:38:33.870521,2026-06-03 03:39:05.321420,0 days 00:00:31.450899,PMXCrossover,0.75,0.20,InsertMutation,0.05,roulette_wheel,random,191,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
192,28579.87,2026-06-03 03:39:05.321739,2026-06-03 03:39:39.777215,0 days 00:00:34.455476,CXCrossover,0.85,0.20,SwapMutation,0.10,roulette_wheel,random,192,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
193,26804.51,2026-06-03 03:39:39.777534,2026-06-03 03:40:18.110672,0 days 00:00:38.333138,PMXCrossover,0.80,0.10,InsertMutation,0.01,binary_tournament,bellman_split,193,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
194,27377.55,2026-06-03 03:40:18.110950,2026-06-03 03:40:24.381443,0 days 00:00:06.270493,PMXCrossover,0.85,0.10,InsertMutation,0.05,binary_tournament,random,194,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
195,24419.27,2026-06-03 03:40:24.381740,2026-06-03 03:41:05.238578,0 days 00:00:40.856838,OXCrossover,0.75,0.20,SwapMutation,0.05,binary_tournament,bellman_split,195,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
196,29125.95,2026-06-03 03:41:05.238901,2026-06-03 03:41:14.441077,0 days 00:00:09.202176,CXCrossover,0.80,0.20,SwapMutation,0.10,binary_tournament,random,196,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
197,26876.76,2026-06-03 03:41:14.441355,2026-06-03 03:41:52.827859,0 days 00:00:38.386504,CXCrossover,0.90,0.10,SwapMutation,0.10,roulette_wheel,random,197,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
198,29847.42,2026-06-03 03:41:52.828182,2026-06-03 03:42:01.176586,0 days 00:00:08.348404,CXCrossover,0.85,0.20,InsertMutation,0.05,binary_tournament,random,198,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
199,27771.77,2026-06-03 03:42:01.176888,2026-06-03 03:42:07.738590,0 days 00:00:06.561702,PMXCrossover,0.80,0.10,InsertMutation,0.10,binary_tournament,random,199,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
200,27630.47,2026-06-03 03:42:07.738945,2026-06-03 03:42:13.683912,0 days 00:00:05.944967,PMXCrossover,0.90,0.10,InsertMutation,0.01,binary_tournament,random,200,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
201,28368.85,2026-06-03 03:42:13.684231,2026-06-03 03:42:19.446467,0 days 00:00:05.762236,PMXCrossover,0.80,0.10,SwapMutation,0.01,binary_tournament,random,201,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
202,30833.63,2026-06-03 03:42:19.446749,2026-06-03 03:42:54.599622,0 days 00:00:35.152873,CXCrossover,0.75,0.10,InsertMutation,0.01,roulette_wheel,random,202,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
203,28908.35,2026-06-03 03:42:54.599941,2026-06-03 03:43:41.723259,0 days 00:00:47.123318,CXCrossover,0.90,0.10,InsertMutation,0.05,binary_tournament,bellman_split,203,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
